,Date,uid,morning_phonecharge_duration,morning_phonecharge_frequency,morning_phonelock_duration,morning_phonelock_frequency,morning_dark_duration,afternoon_phonecharge_duration,afternoon_phonecharge_frequency,afternoon_phonelock_duration,afternoon_phonelock_frequency,afternoon_dark_duration,evening_phonecharge_duration,evening_phonecharge_frequency,evening_phonelock_duration,evening_phonelock_frequency,evening_dark_duration,night_phonecharge_duration,night_phonecharge_frequency,night_phonelock_duration,night_phonelock_frequency,night_dark_duration
65,2013-05-31,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32850.0,1.0,31512.0,1.0,33073.0
66,2013-03-27,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9346.0,2.0,9682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,2013-03-27,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3913.0,1.0,3927.0,0.0,0.0,0.0,0.0,0.0
68,2013-03-28,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4884.0,1.0,4943.0,0.0,0.0,0.0,0.0,0.0
69,2013-03-29,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13251.0,3.0,13140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,2013-03-29,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9087.0,1.0,12907.0,0.0,0.0,0.0,0.0,0.0
71,2013-03-30,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5577.0,1.0,0.0
72,2013-03-30,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16236.0,2.0,9141.0,0.0,0.0,0.0,0.0,0.0
73,2013-03-31,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17257.0,1.0,25352.0,0.0,0.0,0.0,0.0,0.0
74,2013-04-01,u00,0.0,0.0,11445.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,2013-04-01,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4824.0,1.0,6370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,2013-04-02,u00,0.0,0.0,7440.0,1.0,7437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,2013-04-02,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12994.0,1.0,14130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,2013-04-02,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18969.0,4.0,17930.0,0.0,0.0,0.0,0.0,0.0
79,2013-04-03,u00,0.0,0.0,17267.0,1.0,17263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,2013-04-03,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9614.0,2.0,9765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,2013-04-03,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9741.0,2.0,15150.0,0.0,0.0,0.0,0.0,0.0
82,2013-04-05,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33945.0,1.0,0.0
83,2013-04-05,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5379.0,1.0,5254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,2013-04-05,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14164.0,2.0,14125.0,0.0,0.0,0.0,0.0,0.0
85,2013-04-06,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14699.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,2013-04-06,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5618.0,1.0,4900.0,0.0,0.0,0.0,0.0,0.0
87,2013-04-07,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4569.0,1.0,7272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,2013-04-07,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5949.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
89,2013-04-08,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11975.0,2.0,9060.0
90,2013-04-08,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5768.0,1.0,9643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,2013-04-09,u00,0.0,0.0,5472.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,2013-04-10,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3793.0,1.0,3927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,2013-04-11,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4407.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,2013-04-12,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11257.0,2.0,17158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,2013-04-12,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4102.0,1.0,4815.0,0.0,0.0,0.0,0.0,0.0
96,2013-04-15,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13674.0,2.0,10009.0
97,2013-04-15,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4336.0,1.0,4227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,2013-04-16,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8457.0,2.0,8889.0,0.0,0.0,0.0,0.0,0.0
99,2013-04-17,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3898.0,1.0,3894.0,0.0,0.0,0.0,0.0,0.0
100,2013-04-18,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14743.0,2.0,14978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,2013-04-18,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3970.0,1.0,14206.0,0.0,0.0,0.0,0.0,0.0
102,2013-04-20,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8374.0,2.0,4461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,2013-04-21,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6360.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
104,2013-04-22,u00,0.0,0.0,10946.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,2013-04-22,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3781.0,1.0,9109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,2013-04-23,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7451.0,1.0,7871.0,0.0,0.0,0.0,0.0,0.0
107,2013-04-24,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3645.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,2013-04-26,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3677.0,1.0,5197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,2013-04-26,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8585.0,2.0,4166.0,0.0,0.0,0.0,0.0,0.0
110,2013-04-27,u00,0.0,0.0,20255.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,2013-04-27,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10631.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,2013-04-27,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,1.0,7730.0,0.0,0.0,0.0,0.0,0.0
113,2013-04-28,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4303.0,1.0,0.0
114,2013-04-28,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21964.0,3.0,5827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,2013-04-28,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12234.0,2.0,11046.0,0.0,0.0,0.0,0.0,0.0
116,2013-04-29,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3934.0,1.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,2013-04-30,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10078.0,1.0,11176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,2013-04-30,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4213.0,1.0,7832.0,0.0,0.0,0.0,0.0,0.0
119,2013-05-01,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11631.0,2.0,11582.0
120,2013-05-01,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4181.0,1.0,4224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,2013-05-01,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4788.0,1.0,4747.0,0.0,0.0,0.0,0.0,0.0
122,2013-05-02,u00,0.0,0.0,4110.0,1.0,4288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,2013-05-03,u00,0.0,0.0,20276.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,2013-05-03,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18526.0,2.0,6012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,2013-05-03,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9293.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
126,2013-05-04,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31348.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
127,2013-05-05,u00,0.0,0.0,7466.0,1.0,5109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,2013-05-05,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6345.0,1.0,6341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,2013-05-06,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6068.0,1.0,0.0
130,2013-05-06,u00,0.0,0.0,7045.0,1.0,7079.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,2013-05-06,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11152.0,2.0,14977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,2013-05-07,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27336.0,4.0,9407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,2013-05-07,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4025.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
134,2013-05-08,u00,0.0,0.0,7416.0,1.0,5339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,2013-05-08,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30551.0,2.0,31944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,2013-05-09,u00,0.0,0.0,12203.0,1.0,12050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,2013-05-09,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12938.0,2.0,14133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,2013-05-09,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4082.0,1.0,3923.0,0.0,0.0,0.0,0.0,0.0
139,2013-05-10,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4890.0,1.0,4881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,2013-05-10,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4384.0,1.0,4568.0,0.0,0.0,0.0,0.0,0.0
141,2013-05-11,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5814.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,2013-05-11,u00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19122.0,3.0,10659.0,0.0,0.0,0.0,0.0,0.0
